category,device,vendor,product,cve_count
airconditioner,mitsubishielectric:ma-ew85s-e,mitsubishielectric,ma-ew85s-e,2
airconditioner,mitsubishielectric:ma-ew85s-uk,mitsubishielectric,ma-ew85s-uk,2
airconditioner,mitsubishielectric:mac-507if-e,mitsubishielectric,mac-507if-e,2
airconditioner,mitsubishielectric:mac-587if-e,mitsubishielectric,mac-587if-e,2
airconditioner,mitsubishielectric:mac-587if2-e,mitsubishielectric,mac-587if2-e,2
airconditioner,mitsubishielectric:mac-588if-e,mitsubishielectric,mac-588if-e,2
airconditioner,mitsubishielectric:mfz-gxt50\/60\/73vfk,mitsubishielectric,mfz-gxt50\/60\/73vfk,2
airconditioner,mitsubishielectric:mfz-xt50\/60vfk,mitsubishielectric,mfz-xt50\/60vfk,2
airconditioner,mitsubishielectric:msxy-fp05\/07\/10\/13\/18\/20\/24vgk-sg1,mitsubishielectric,msxy-fp05\/07\/10\/13\/18\/20\/24vgk-sg1,2
airconditioner,mitsubishielectric:msy-gp10\/13\/15\/18\/20\/24vfk-sg1,mitsubishielectric,msy-gp10\/13\/15\/18\/20\/24vfk-sg1,2
airconditioner,mitsubishielectric:msz-ap15\/20\/25\/35\/42\/50\/60\/71vgk-e2,mitsubishielectric,msz-ap15\/20\/25\/35\/42\/50\/60\/71vgk-e2,2
airconditioner,mitsubishielectric:msz-ap15\/20\/25\/35\/42\/50\/60\/71vgk-er2,mitsubishielectric,msz-ap15\/20\/25\/35\/42\/50\/60\/71vgk-er2,2
airconditioner,mitsubishielectric:msz-ap15\/20\/25\/35\/42\/50\/60\/71vgk-et2,mitsubishielectric,msz-ap15\/20\/25\/35\/42\/50\/60\/71vgk-et2,2
airconditioner,mitsubishielectric:msz-ap22\/25\/35\/42\/50\/60\/71\/80vgkd-a2,mitsubishielectric,msz-ap22\/25\/35\/42\/50\/60\/71\/80vgkd-a2,2
airconditioner,mitsubishielectric:msz-ap22\/25\/35\/42\/50\/61\/70\/80vgkd-a1,mitsubishielectric,msz-ap22\/25\/35\/42\/50\/61\/70\/80vgkd-a1,2
airconditioner,mitsubishielectric:msz-ap25\/35\/42\/50\/60\/71vgk-e3,mitsubishielectric,msz-ap25\/35\/42\/50\/60\/71vgk-e3,2
airconditioner,mitsubishielectric:msz-ap25\/35\/42\/50\/60\/71vgk-er3,mitsubishielectric,msz-ap25\/35\/42\/50\/60\/71vgk-er3,2
airconditioner,mitsubishielectric:msz-ap25\/35\/42\/50\/60\/71vgk-et3,mitsubishielectric,msz-ap25\/35\/42\/50\/60\/71vgk-et3,2
airconditioner,mitsubishielectric:msz-ap25\/35\/42\/50vgk-e1,mitsubishielectric,msz-ap25\/35\/42\/50vgk-e1,2
airconditioner,mitsubishielectric:msz-ap25\/35\/42\/50vgk-e7,mitsubishielectric,msz-ap25\/35\/42\/50vgk-e7,2
airconditioner,mitsubishielectric:msz-ap25\/35\/42\/50vgk-e8,mitsubishielectric,msz-ap25\/35\/42\/50vgk-e8,2
airconditioner,mitsubishielectric:msz-ap25\/35\/42\/50vgk-en1,mitsubishielectric,msz-ap25\/35\/42\/50vgk-en1,2
airconditioner,mitsubishielectric:msz-ap25\/35\/42\/50vgk-en2,mitsubishielectric,msz-ap25\/35\/42\/50vgk-en2,2
airconditioner,mitsubishielectric:msz-ap25\/35\/42\/50vgk-en3,mitsubishielectric,msz-ap25\/35\/42\/50vgk-en3,2
airconditioner,mitsubishielectric:msz-ap25\/35\/42\/50vgk-er1,mitsubishielectric,msz-ap25\/35\/42\/50vgk-er1,2
airconditioner,mitsubishielectric:msz-ap25\/35\/42\/50vgk-et1,mitsubishielectric,msz-ap25\/35\/42\/50vgk-et1,2
airconditioner,mitsubishielectric:msz-ay25\/35\/42\/50vgk-e1,mitsubishielectric,msz-ay25\/35\/42\/50vgk-e1,2
airconditioner,mitsubishielectric:msz-ay25\/35\/42\/50vgk-e6,mitsubishielectric,msz-ay25\/35\/42\/50vgk-e6,2
airconditioner,mitsubishielectric:msz-ay25\/35\/42\/50vgk-er1,mitsubishielectric,msz-ay25\/35\/42\/50vgk-er1,2
airconditioner,mitsubishielectric:msz-ay25\/35\/42\/50vgk-et1,mitsubishielectric,msz-ay25\/35\/42\/50vgk-et1,2
airconditioner,mitsubishielectric:msz-ay25\/35\/42\/50vgk-sc1,mitsubishielectric,msz-ay25\/35\/42\/50vgk-sc1,2
airconditioner,mitsubishielectric:msz-ay25\/35\/42\/50vgkp-e6,mitsubishielectric,msz-ay25\/35\/42\/50vgkp-e6,2
airconditioner,mitsubishielectric:msz-ay25\/35\/42\/50vgkp-er1,mitsubishielectric,msz-ay25\/35\/42\/50vgkp-er1,2
airconditioner,mitsubishielectric:msz-ay25\/35\/42\/50vgkp-et1,mitsubishielectric,msz-ay25\/35\/42\/50vgkp-et1,2
airconditioner,mitsubishielectric:msz-ay25\/35\/42\/50vgkp-sc1,mitsubishielectric,msz-ay25\/35\/42\/50vgkp-sc1,2
airconditioner,mitsubishielectric:msz-bt20\/25\/35\/50vgk-e1,mitsubishielectric,msz-bt20\/25\/35\/50vgk-e1,2
airconditioner,mitsubishielectric:msz-bt20\/25\/35\/50vgk-e2,mitsubishielectric,msz-bt20\/25\/35\/50vgk-e2,2
airconditioner,mitsubishielectric:msz-bt20\/25\/35\/50vgk-e3,mitsubishielectric,msz-bt20\/25\/35\/50vgk-e3,2
airconditioner,mitsubishielectric:msz-bt20\/25\/35\/50vgk-er1,mitsubishielectric,msz-bt20\/25\/35\/50vgk-er1,2
airconditioner,mitsubishielectric:msz-bt20\/25\/35\/50vgk-er2,mitsubishielectric,msz-bt20\/25\/35\/50vgk-er2,2
airconditioner,mitsubishielectric:msz-bt20\/25\/35\/50vgk-et1,mitsubishielectric,msz-bt20\/25\/35\/50vgk-et1,2
airconditioner,mitsubishielectric:msz-bt20\/25\/35\/50vgk-et2,mitsubishielectric,msz-bt20\/25\/35\/50vgk-et2,2
airconditioner,mitsubishielectric:msz-bt20\/25\/35\/50vgk-et3,mitsubishielectric,msz-bt20\/25\/35\/50vgk-et3,2
airconditioner,mitsubishielectric:msz-ef18\/22\/25\/35\/42\/50vgkb-e1,mitsubishielectric,msz-ef18\/22\/25\/35\/42\/50vgkb-e1,2
airconditioner,mitsubishielectric:msz-ef18\/22\/25\/35\/42\/50vgkb-e2,mitsubishielectric,msz-ef18\/22\/25\/35\/42\/50vgkb-e2,2
airconditioner,mitsubishielectric:msz-ef18\/22\/25\/35\/42\/50vgks-e1,mitsubishielectric,msz-ef18\/22\/25\/35\/42\/50vgks-e1,2
airconditioner,mitsubishielectric:msz-ef18\/22\/25\/35\/42\/50vgks-e2,mitsubishielectric,msz-ef18\/22\/25\/35\/42\/50vgks-e2,2
airconditioner,mitsubishielectric:msz-ef18\/22\/25\/35\/42\/50vgkw-e1,mitsubishielectric,msz-ef18\/22\/25\/35\/42\/50vgkw-e1,2
airconditioner,mitsubishielectric:msz-ef18\/22\/25\/35\/42\/50vgkw-e2,mitsubishielectric,msz-ef18\/22\/25\/35\/42\/50vgkw-e2,2
airconditioner,mitsubishielectric:msz-ef22\/25\/35\/42\/50vgkb-a1,mitsubishielectric,msz-ef22\/25\/35\/42\/50vgkb-a1,2
airconditioner,mitsubishielectric:msz-ef22\/25\/35\/42\/50vgkb-er1,mitsubishielectric,msz-ef22\/25\/35\/42\/50vgkb-er1,2
airconditioner,mitsubishielectric:msz-ef22\/25\/35\/42\/50vgkb-er2,mitsubishielectric,msz-ef22\/25\/35\/42\/50vgkb-er2,2
airconditioner,mitsubishielectric:msz-ef22\/25\/35\/42\/50vgkb-et1,mitsubishielectric,msz-ef22\/25\/35\/42\/50vgkb-et1,2
airconditioner,mitsubishielectric:msz-ef22\/25\/35\/42\/50vgkb-et2,mitsubishielectric,msz-ef22\/25\/35\/42\/50vgkb-et2,2
airconditioner,mitsubishielectric:msz-ef22\/25\/35\/42\/50vgks-a1,mitsubishielectric,msz-ef22\/25\/35\/42\/50vgks-a1,2
airconditioner,mitsubishielectric:msz-ef22\/25\/35\/42\/50vgks-er1,mitsubishielectric,msz-ef22\/25\/35\/42\/50vgks-er1,2
airconditioner,mitsubishielectric:msz-ef22\/25\/35\/42\/50vgks-er2,mitsubishielectric,msz-ef22\/25\/35\/42\/50vgks-er2,2
airconditioner,mitsubishielectric:msz-ef22\/25\/35\/42\/50vgks-et1,mitsubishielectric,msz-ef22\/25\/35\/42\/50vgks-et1,2
airconditioner,mitsubishielectric:msz-ef22\/25\/35\/42\/50vgks-et2,mitsubishielectric,msz-ef22\/25\/35\/42\/50vgks-et2,2
airconditioner,mitsubishielectric:msz-ef22\/25\/35\/42\/50vgkw-a1,mitsubishielectric,msz-ef22\/25\/35\/42\/50vgkw-a1,2
airconditioner,mitsubishielectric:msz-ef22\/25\/35\/42\/50vgkw-er1,mitsubishielectric,msz-ef22\/25\/35\/42\/50vgkw-er1,2
airconditioner,mitsubishielectric:msz-ef22\/25\/35\/42\/50vgkw-er2,mitsubishielectric,msz-ef22\/25\/35\/42\/50vgkw-er2,2
airconditioner,mitsubishielectric:msz-ef22\/25\/35\/42\/50vgkw-et1,mitsubishielectric,msz-ef22\/25\/35\/42\/50vgkw-et1,2
airconditioner,mitsubishielectric:msz-ef22\/25\/35\/42\/50vgkw-et2,mitsubishielectric,msz-ef22\/25\/35\/42\/50vgkw-et2,2
airconditioner,mitsubishielectric:msz-exa09\/12vak,mitsubishielectric,msz-exa09\/12vak,2
airconditioner,mitsubishielectric:msz-eza09\/12vak,mitsubishielectric,msz-eza09\/12vak,2
airconditioner,mitsubishielectric:msz-ft25\/35\/50vgk-e1,mitsubishielectric,msz-ft25\/35\/50vgk-e1,2
airconditioner,mitsubishielectric:msz-ft25\/35\/50vgk-e2,mitsubishielectric,msz-ft25\/35\/50vgk-e2,2
airconditioner,mitsubishielectric:msz-ft25\/35\/50vgk-et1,mitsubishielectric,msz-ft25\/35\/50vgk-et1,2
airconditioner,mitsubishielectric:msz-ft25\/35\/50vgk-sc1,mitsubishielectric,msz-ft25\/35\/50vgk-sc1,2
airconditioner,mitsubishielectric:msz-ft25\/35\/50vgk-sc2,mitsubishielectric,msz-ft25\/35\/50vgk-sc2,2
airconditioner,mitsubishielectric:msz-gzy09\/12\/18vfk,mitsubishielectric,msz-gzy09\/12\/18vfk,2
airconditioner,mitsubishielectric:msz-hr25\/35\/42\/50\/60\/71vfk-e1,mitsubishielectric,msz-hr25\/35\/42\/50\/60\/71vfk-e1,2
airconditioner,mitsubishielectric:msz-hr25\/35\/42\/50\/60\/71vfk-er1,mitsubishielectric,msz-hr25\/35\/42\/50\/60\/71vfk-er1,2
airconditioner,mitsubishielectric:msz-hr25\/35\/42\/50\/60\/71vfk-et1,mitsubishielectric,msz-hr25\/35\/42\/50\/60\/71vfk-et1,2
airconditioner,mitsubishielectric:msz-hr25\/35\/42\/50vfk-e6,mitsubishielectric,msz-hr25\/35\/42\/50vfk-e6,2
airconditioner,mitsubishielectric:msz-ky09\/12\/18vfk,mitsubishielectric,msz-ky09\/12\/18vfk,2
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2b-e2,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2b-e2,2
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2b-e3,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2b-e3,2
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2r-e2,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2r-e2,2
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2r-e3,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2r-e3,2
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2v-e2,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2v-e2,2
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2v-e3,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2v-e3,2
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2w-e2,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2w-e2,2
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2w-e3,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2w-e3,2
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2w-er2,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2w-er2,2
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2w-et2,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2w-et2,2
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50vg2w-sc1,mitsubishielectric,msz-ln18\/25\/35\/50vg2w-sc1,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2b-a2,mitsubishielectric,msz-ln25\/35\/50\/60vg2b-a2,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2b-er2,mitsubishielectric,msz-ln25\/35\/50\/60vg2b-er2,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2b-er3,mitsubishielectric,msz-ln25\/35\/50\/60vg2b-er3,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2b-et2,mitsubishielectric,msz-ln25\/35\/50\/60vg2b-et2,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2b-et3,mitsubishielectric,msz-ln25\/35\/50\/60vg2b-et3,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2r-a2,mitsubishielectric,msz-ln25\/35\/50\/60vg2r-a2,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2r-er2,mitsubishielectric,msz-ln25\/35\/50\/60vg2r-er2,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2r-er3,mitsubishielectric,msz-ln25\/35\/50\/60vg2r-er3,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2r-et2,mitsubishielectric,msz-ln25\/35\/50\/60vg2r-et2,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2r-et3,mitsubishielectric,msz-ln25\/35\/50\/60vg2r-et3,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2v-a2,mitsubishielectric,msz-ln25\/35\/50\/60vg2v-a2,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2v-er2,mitsubishielectric,msz-ln25\/35\/50\/60vg2v-er2,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2v-er3,mitsubishielectric,msz-ln25\/35\/50\/60vg2v-er3,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2v-et2,mitsubishielectric,msz-ln25\/35\/50\/60vg2v-et2,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2v-et3,mitsubishielectric,msz-ln25\/35\/50\/60vg2v-et3,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2w-er3,mitsubishielectric,msz-ln25\/35\/50\/60vg2w-er3,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2w-et3,mitsubishielectric,msz-ln25\/35\/50\/60vg2w-et3,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50vg2b-en2,mitsubishielectric,msz-ln25\/35\/50vg2b-en2,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50vg2b-sc1,mitsubishielectric,msz-ln25\/35\/50vg2b-sc1,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50vg2r-en2,mitsubishielectric,msz-ln25\/35\/50vg2r-en2,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50vg2r-sc1,mitsubishielectric,msz-ln25\/35\/50vg2r-sc1,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50vg2v-en2,mitsubishielectric,msz-ln25\/35\/50vg2v-en2,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50vg2v-sc1,mitsubishielectric,msz-ln25\/35\/50vg2v-sc1,2
airconditioner,mitsubishielectric:msz-ln25\/35\/50vg2w-en2,mitsubishielectric,msz-ln25\/35\/50vg2w-en2,2
airconditioner,mitsubishielectric:msz-rw25\/35\/50vg-e1,mitsubishielectric,msz-rw25\/35\/50vg-e1,2
airconditioner,mitsubishielectric:msz-rw25\/35\/50vg-er1,mitsubishielectric,msz-rw25\/35\/50vg-er1,2
airconditioner,mitsubishielectric:msz-rw25\/35\/50vg-et1,mitsubishielectric,msz-rw25\/35\/50vg-et1,2
airconditioner,mitsubishielectric:msz-rw25\/35\/50vg-sc1,mitsubishielectric,msz-rw25\/35\/50vg-sc1,2
airconditioner,mitsubishielectric:msz-wx18\/20\/25vfk,mitsubishielectric,msz-wx18\/20\/25vfk,2
airconditioner,mitsubishielectric:msz-zy09\/12\/18vfk,mitsubishielectric,msz-zy09\/12\/18vfk,2
airconditioner,mitsubishielectric:s-mac-002if,mitsubishielectric,s-mac-002if,2
airconditioner,alpha-innotec:heat_pumps,alpha-innotec,heat_pumps,1
airconditioner,mitsubishielectric:mac-557if-e,mitsubishielectric,mac-557if-e,1
airconditioner,mitsubishielectric:mac-557if-e1,mitsubishielectric,mac-557if-e1,1
airconditioner,mitsubishielectric:mac-558if-e,mitsubishielectric,mac-558if-e,1
airconditioner,mitsubishielectric:mac-558if-e1,mitsubishielectric,mac-558if-e1,1
airconditioner,mitsubishielectric:mac-559if-e,mitsubishielectric,mac-559if-e,1
airconditioner,mitsubishielectric:mac-559if-e1,mitsubishielectric,mac-559if-e1,1
airconditioner,mitsubishielectric:mac-566ifb-e,mitsubishielectric,mac-566ifb-e,1
airconditioner,mitsubishielectric:mac-567ifb-e,mitsubishielectric,mac-567ifb-e,1
airconditioner,mitsubishielectric:mac-567ifb2-e,mitsubishielectric,mac-567ifb2-e,1
airconditioner,mitsubishielectric:mac-568if-e,mitsubishielectric,mac-568if-e,1
airconditioner,mitsubishielectric:mac-568ifb-e,mitsubishielectric,mac-568ifb-e,1
airconditioner,mitsubishielectric:mac-568ifb2-e,mitsubishielectric,mac-568ifb2-e,1
airconditioner,mitsubishielectric:mac-568ifb3-e,mitsubishielectric,mac-568ifb3-e,1
airconditioner,mitsubishielectric:mac-576if-e1,mitsubishielectric,mac-576if-e1,1
airconditioner,mitsubishielectric:msz-ap25\/35\/42\/50vgk-e6,mitsubishielectric,msz-ap25\/35\/42\/50vgk-e6,1
airconditioner,mitsubishielectric:msz-ap60\/71vgk-e1,mitsubishielectric,msz-ap60\/71vgk-e1,1
airconditioner,mitsubishielectric:msz-ap60\/71vgk-er1,mitsubishielectric,msz-ap60\/71vgk-er1,1
airconditioner,mitsubishielectric:msz-ap60\/71vgk-et1,mitsubishielectric,msz-ap60\/71vgk-et1,1
airconditioner,mitsubishielectric:msz-ft20\/25vfk,mitsubishielectric,msz-ft20\/25vfk,1
airconditioner,mitsubishielectric:msz-fx20\/25vfk,mitsubishielectric,msz-fx20\/25vfk,1
airconditioner,mitsubishielectric:msz-gzt09\/12\/18vak,mitsubishielectric,msz-gzt09\/12\/18vak,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2b-e1,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2b-e1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2b-et1,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2b-et1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2r-e1,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2r-e1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2r-et1,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2r-et1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2v-e1,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2v-e1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2v-et1,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2v-et1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2w-e1,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2w-e1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2w-er1,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2w-er1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vg2w-et1,mitsubishielectric,msz-ln18\/25\/35\/50\/60vg2w-et1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vgb-e1,mitsubishielectric,msz-ln18\/25\/35\/50\/60vgb-e1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vgr-e1,mitsubishielectric,msz-ln18\/25\/35\/50\/60vgr-e1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vgv-e1,mitsubishielectric,msz-ln18\/25\/35\/50\/60vgv-e1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50\/60vgw-e1,mitsubishielectric,msz-ln18\/25\/35\/50\/60vgw-e1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50vg2b-en1,mitsubishielectric,msz-ln18\/25\/35\/50vg2b-en1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50vg2r-en1,mitsubishielectric,msz-ln18\/25\/35\/50vg2r-en1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50vg2v-en1,mitsubishielectric,msz-ln18\/25\/35\/50vg2v-en1,1
airconditioner,mitsubishielectric:msz-ln18\/25\/35\/50vg2w-en1,mitsubishielectric,msz-ln18\/25\/35\/50vg2w-en1,1
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2b-a1,mitsubishielectric,msz-ln25\/35\/50\/60vg2b-a1,1
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2b-er1,mitsubishielectric,msz-ln25\/35\/50\/60vg2b-er1,1
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2r-a1,mitsubishielectric,msz-ln25\/35\/50\/60vg2r-a1,1
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2r-er1,mitsubishielectric,msz-ln25\/35\/50\/60vg2r-er1,1
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2v-a1,mitsubishielectric,msz-ln25\/35\/50\/60vg2v-a1,1
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vg2v-er1,mitsubishielectric,msz-ln25\/35\/50\/60vg2v-er1,1
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vgb-a1,mitsubishielectric,msz-ln25\/35\/50\/60vgb-a1,1
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vgb-er1,mitsubishielectric,msz-ln25\/35\/50\/60vgb-er1,1
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vgr-a1,mitsubishielectric,msz-ln25\/35\/50\/60vgr-a1,1
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vgr-er1,mitsubishielectric,msz-ln25\/35\/50\/60vgr-er1,1
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vgv-a1,mitsubishielectric,msz-ln25\/35\/50\/60vgv-a1,1
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vgv-er1,mitsubishielectric,msz-ln25\/35\/50\/60vgv-er1,1
airconditioner,mitsubishielectric:msz-ln25\/35\/50\/60vgw-er1,mitsubishielectric,msz-ln25\/35\/50\/60vgw-er1,1
airconditioner,mitsubishielectric:msz-zt09\/12\/18vak,mitsubishielectric,msz-zt09\/12\/18vak,1
airconditioner,mitsubishielectric:pac-wf010-e,mitsubishielectric,pac-wf010-e,1
airconditioner,mitsubishielectric:pac-whs01wf-e,mitsubishielectric,pac-whs01wf-e,1
airconditioner,mitsubishielectric:s-mac-702if-b,mitsubishielectric,s-mac-702if-b,1
airconditioner,mitsubishielectric:s-mac-702if-f,mitsubishielectric,s-mac-702if-f,1
airconditioner,mitsubishielectric:s-mac-702if-z,mitsubishielectric,s-mac-702if-z,1
airconditioner,mitsubishielectric:s-mac-905if,mitsubishielectric,s-mac-905if,1
airconditioner,mitsubishielectric:s-mac-906if,mitsubishielectric,s-mac-906if,1
airconditioner,novelan:heat_pumps,novelan,heat_pumps,1
airpurifier,mitsubishielectric:ma-ew85s-e,mitsubishielectric,ma-ew85s-e,2
airpurifier,mitsubishielectric:ma-ew85s-uk,mitsubishielectric,ma-ew85s-uk,2
airpurifier,mitsubishielectric:mac-507if-e,mitsubishielectric,mac-507if-e,2
airpurifier,mitsubishielectric:mac-587if-e,mitsubishielectric,mac-587if-e,2
airpurifier,mitsubishielectric:mac-587if2-e,mitsubishielectric,mac-587if2-e,2
airpurifier,mitsubishielectric:mac-588if-e,mitsubishielectric,mac-588if-e,2
airpurifier,mitsubishielectric:mfz-gxt50\/60\/73vfk,mitsubishielectric,mfz-gxt50\/60\/73vfk,2
airpurifier,mitsubishielectric:mfz-xt50\/60vfk,mitsubishielectric,mfz-xt50\/60vfk,2
airpurifier,mitsubishielectric:msxy-fp05\/07\/10\/13\/18\/20\/24vgk-sg1,mitsubishielectric,msxy-fp05\/07\/10\/13\/18\/20\/24vgk-sg1,2
airpurifier,mitsubishielectric:msy-gp10\/13\/15\/18\/20\/24vfk-sg1,mitsubishielectric,msy-gp10\/13\/15\/18\/20\/24vfk-sg1,2
airpurifier,mitsubishielectric:msz-ap15\/20\/25\/35\/42\/50\/60\/71vgk-e2,mitsubishielectric,msz-ap15\/20\/25\/35\/42\/50\/60\/71vgk-e2,2
airpurifier,mitsubishielectric:msz-ap15\/20\/25\/35\/42\/50\/60\/71vgk-er2,mitsubishielectric,msz-ap15\/20\/25\/35\/42\/50\/60\/71vgk-er2,2
airpurifier,mitsubishielectric:msz-ap15\/20\/25\/35\/42\/50\/60\/71vgk-et2,mitsubishielectric,msz-ap15\/20\/25\/35\/42\/50\/60\/71vgk-et2,2
airpurifier,mitsubishielectric:msz-ap22\/25\/35\/42\/50\/60\/71\/80vgkd-a2,mitsubishielectric,msz-ap22\/25\/35\/42\/50\/60\/71\/80vgkd-a2,2
airpurifier,mitsubishielectric:msz-ap22\/25\/35\/42\/50\/61\/70\/80vgkd-a1,mitsubishielectric,msz-ap22\/25\/35\/42\/50\/61\/70\/80vgkd-a1,2
airpurifier,mitsubishielectric:msz-ap25\/35\/42\/50\/60\/71vgk-e3,mitsubishielectric,msz-ap25\/35\/42\/50\/60\/71vgk-e3,2
airpurifier,mitsubishielectric:msz-ap25\/35\/42\/50\/60\/71vgk-er3,mitsubishielectric,msz-ap25\/35\/42\/50\/60\/71vgk-er3,2
airpurifier,mitsubishielectric:msz-ap25\/35\/42\/50\/60\/71vgk-et3,mitsubishielectric,msz-ap25\/35\/42\/50\/60\/71vgk-et3,2
airpurifier,mitsubishielectric:msz-ap25\/35\/42\/50vgk-e1,mitsubishielectric,msz-ap25\/35\/42\/50vgk-e1,2
airpurifier,mitsubishielectric:msz-ap25\/35\/42\/50vgk-e7,mitsubishielectric,msz-ap25\/35\/42\/50vgk-e7,2
airpurifier,mitsubishielectric:msz-ap25\/35\/42\/50vgk-e8,mitsubishielectric,msz-ap25\/35\/42\/50vgk-e8,2
airpurifier,mitsubishielectric:msz-ap25\/35\/42\/50vgk-en1,mitsubishielectric,msz-ap25\/35\/42\/50vgk-en1,2
airpurifier,mitsubishielectric:msz-ap25\/35\/42\/50vgk-en2,mitsubishielectric,msz-ap25\/35\/42\/50vgk-en2,2
airpurifier,mitsubishielectric:msz-ap25\/35\/42\/50vgk-en3,mitsubishielectric,msz-ap25\/35\/42\/50vgk-en3,2
airpurifier,mitsubishielectric:msz-ap25\/35\/42\/50vgk-er1,mitsubishielectric,msz-ap25\/35\/42\/50vgk-er1,2
