category,vendor_product,matched_tokens,n_new_cves,covered_elsewhere_slug,risk_flags,sample_cves,sample_descriptions
babymonitor,summerinfant:baby_zoom_wifi_monitor_firmware,baby,2,,,CVE-2015-2888|CVE-2015-2889,"Summer Baby Zoom Wifi Monitor & Internet Viewing System allows remote attackers to bypass authentication, related to the MySnapCam web service.|Summer Baby Zoom Wifi Monitor & Internet Viewing System allows remote attackers to gain privileges via manual entry of a Settings URL."
babymonitor,summerinfant:baby_zoom_wifi_monitor,baby,2,,,CVE-2015-2888|CVE-2015-2889,"Summer Baby Zoom Wifi Monitor & Internet Viewing System allows remote attackers to bypass authentication, related to the MySnapCam web service.|Summer Baby Zoom Wifi Monitor & Internet Viewing System allows remote attackers to gain privileges via manual entry of a Settings URL."
babymonitor,mimobaby:mimo_baby_2_firmware,baby,1,,,CVE-2018-10825,"Mimo Baby 2 devices do not use authentication or encryption for the Bluetooth Low Energy (BLE) communication from a Turtle to a Lilypad, which allows "
babymonitor,mimobaby:mimo_baby_2,baby,1,,,CVE-2018-10825,"Mimo Baby 2 devices do not use authentication or encryption for the Bluetooth Low Energy (BLE) communication from a Turtle to a Lilypad, which allows "
babymonitor,biltema:baby_camera_firmware,baby,1,,,CVE-2022-34138,Insecure direct object references (IDOR) in the web server of Biltema IP and Baby Camera Software v124 allows attackers to access sensitive informatio
babymonitor,biltema:baby_camera,baby,1,,,CVE-2022-34138,Insecure direct object references (IDOR) in the web server of Biltema IP and Baby Camera Software v124 allows attackers to access sensitive informatio
cameras,furbo:furbo_360_dog_camera_firmware,camera,17,pet,,CVE-2025-11633|CVE-2025-11634|CVE-2025-11635,A vulnerability was identified in Tomofun Furbo 360 and Furbo Mini. Affected by this issue is the function upload_file_to_s3 of the file collect_logs.|A security flaw has been discovered in Tomofun Furbo 360 and Furbo Mini. This affects an unknown part of the component UART Interface. The manipulatio|A weakness has been identified in Tomofun Furbo 360 up to FB0035_FW_036. This vulnerability affects unknown code of the component File Upload. This ma
cameras,furbo:furbo_360_dog_camera,camera,17,pet,,CVE-2025-11633|CVE-2025-11634|CVE-2025-11635,A vulnerability was identified in Tomofun Furbo 360 and Furbo Mini. Affected by this issue is the function upload_file_to_s3 of the file collect_logs.|A security flaw has been discovered in Tomofun Furbo 360 and Furbo Mini. This affects an unknown part of the component UART Interface. The manipulatio|A weakness has been identified in Tomofun Furbo 360 up to FB0035_FW_036. This vulnerability affects unknown code of the component File Upload. This ma
cameras,geutebrueck:g-cam_ebc-2110_firmware,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ebc-2110,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ebc-2111_firmware,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ebc-2111,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_efd-2241_firmware,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_efd-2241,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_efd-2250_firmware,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_efd-2250,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ethc-2230_firmware,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ethc-2230,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ethc-2239_firmware,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ethc-2239,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ethc-2240_firmware,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ethc-2240,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ethc-2249_firmware,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ethc-2249,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ewpc-2270_firmware,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ewpc-2270,cam,13,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,yitechnology:yi_home_camera_firmware,camera,12,,,CVE-2018-3900|CVE-2018-3910|CVE-2018-3928,An exploitable code execution vulnerability exists in the QR code scanning functionality of Yi Home Camera 27US 1.8.7.0D. A specially crafted QR Code |An exploitable code execution vulnerability exists in the cloud OTA setup functionality of Yi Home Camera 27US 1.8.7.0D. A specially crafted SSID can |An exploitable code execution vulnerability exists in the firmware update functionality of Yi Home Camera 27US 1.8.7.0D. A specially crafted set of UD
cameras,yitechnology:yi_home_camera,camera,12,,,CVE-2018-3900|CVE-2018-3910|CVE-2018-3928,An exploitable code execution vulnerability exists in the QR code scanning functionality of Yi Home Camera 27US 1.8.7.0D. A specially crafted QR Code |An exploitable code execution vulnerability exists in the cloud OTA setup functionality of Yi Home Camera 27US 1.8.7.0D. A specially crafted SSID can |An exploitable code execution vulnerability exists in the firmware update functionality of Yi Home Camera 27US 1.8.7.0D. A specially crafted set of UD
cameras,geutebrueck:g-cam_ebc-2112_firmware,cam,12,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ebc-2112,cam,12,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_efd-2251_firmware,cam,12,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_efd-2251,cam,12,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ewpc-2275_firmware,cam,12,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ewpc-2275,cam,12,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ewpc-2271_firmware,cam,12,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,geutebrueck:g-cam_ewpc-2271,cam,12,,non-consumer-vendor,CVE-2021-33543|CVE-2021-33544|CVE-2021-33545,"Multiple camera devices by UDP Technology, Geutebrück and other vendors allow unauthenticated remote access to sensitive files due to default user aut|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to command injection, which may allow an attacker to remotely e|Multiple camera devices by UDP Technology, Geutebrück and other vendors are vulnerable to a stack-based buffer overflow condition in the counter param"
cameras,binatoneglobal:halo\+_camera_firmware,camera,8,,non-consumer-vendor,CVE-2021-3577|CVE-2021-3787|CVE-2021-3788,An unauthenticated remote code execution vulnerability was reported in some Motorola-branded Binatone Hubble Cameras that could allow an attacker on t|A vulnerability was reported in some Motorola-branded Binatone Hubble Cameras that could allow an attacker with local access to obtain the MQTT creden|An exposed debug interface was reported in some Motorola-branded Binatone Hubble Cameras that could allow an attacker with physical access unauthorize
cameras,binatoneglobal:halo\+_camera,camera,8,,non-consumer-vendor,CVE-2021-3577|CVE-2021-3787|CVE-2021-3788,An unauthenticated remote code execution vulnerability was reported in some Motorola-branded Binatone Hubble Cameras that could allow an attacker on t|A vulnerability was reported in some Motorola-branded Binatone Hubble Cameras that could allow an attacker with local access to obtain the MQTT creden|An exposed debug interface was reported in some Motorola-branded Binatone Hubble Cameras that could allow an attacker with physical access unauthorize
cameras,aqara:camera_hub_g3_firmware,camera,8,hub|lighting|sensors|shades|smartplugs,,CVE-2025-65290|CVE-2025-65291|CVE-2025-65292,"Aqara Hub devices including Camera Hub G3 4.1.9_0027, Hub M2 4.3.6_0027, and Hub M3 4.3.6_0025 fail to validate server certificates during HTTPS firmw|Aqara Hub devices including Hub M2 4.3.6_0027, Hub M3 4.3.6_0025, Camera Hub G3 4.1.9_0027 fail to validate server certificates in TLS connections for|Command injection vulnerability in Aqara Hub devices including Camera Hub G3 4.1.9_0027, Hub M2 4.3.6_0027, and Hub M3 4.3.6_0025 allows attackers to "
cameras,aqara:camera_hub_g3,camera,8,hub|lighting|sensors|shades|smartplugs,,CVE-2025-65290|CVE-2025-65291|CVE-2025-65292,"Aqara Hub devices including Camera Hub G3 4.1.9_0027, Hub M2 4.3.6_0027, and Hub M3 4.3.6_0025 fail to validate server certificates during HTTPS firmw|Aqara Hub devices including Hub M2 4.3.6_0027, Hub M3 4.3.6_0025, Camera Hub G3 4.1.9_0027 fail to validate server certificates in TLS connections for|Command injection vulnerability in Aqara Hub devices including Camera Hub G3 4.1.9_0027, Hub M2 4.3.6_0027, and Hub M3 4.3.6_0025 allows attackers to "
cameras,ishekar:endoscope_camera_firmware,camera,7,,,CVE-2017-10718|CVE-2017-10719|CVE-2017-10720,Recently it was discovered as a part of the research on IoT devices in the most recent firmware for Shekar Endoscope that any malicious user connectin|Recently it was discovered as a part of the research on IoT devices in the most recent firmware for Shekar Endoscope that the device has default Wi-Fi|Recently it was discovered as a part of the research on IoT devices in the most recent firmware for Shekar Endoscope that the desktop application used
cameras,ishekar:endoscope_camera,camera,7,,,CVE-2017-10718|CVE-2017-10719|CVE-2017-10720,Recently it was discovered as a part of the research on IoT devices in the most recent firmware for Shekar Endoscope that any malicious user connectin|Recently it was discovered as a part of the research on IoT devices in the most recent firmware for Shekar Endoscope that the device has default Wi-Fi|Recently it was discovered as a part of the research on IoT devices in the most recent firmware for Shekar Endoscope that the desktop application used
cameras,lg:x_cam,cam,7,,non-consumer-vendor,CVE-2018-14981|CVE-2018-14982|CVE-2018-15482,Certain LG devices based on Android 6.0 through 8.1 have incorrect access control for SystemUI application intents. The LG ID is LVE-SMP-180005.|Certain LG devices based on Android 6.0 through 8.1 have incorrect access control in the GNSS application. The LG ID is LVE-SMP-180004.|Certain LG devices based on Android 6.0 through 8.1 have incorrect access control for MLT application intents. The LG ID is LVE-SMP-180006.
cameras,acti:camera_firmware,camera,3,alarms|pet,,CVE-2017-3184|CVE-2017-3185|CVE-2017-3186,"ACTi cameras including the D, B, I, and E series using firmware version A1D-500-V6.11.31-AC fail to properly restrict access to the factory reset page|ACTi cameras including the D, B, I, and E series using firmware version A1D-500-V6.11.31-AC have a web application that uses the GET method to process|ACTi cameras including the D, B, I, and E series using firmware version A1D-500-V6.11.31-AC use non-random default credentials across all devices. A r"
cameras,lenovo:smart_camera_c2e_firmware,camera,3,gameconsoles|smartspeakers,non-consumer-vendor,CVE-2021-3615|CVE-2021-3616|CVE-2021-3617,"A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow code execution if a specific file exists on the attached SD card.|A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow an unauthorized user to view device information, alter firmware c|A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow command injection by setting a specially crafted network configur"
cameras,lenovo:smart_camera_c2e,camera,3,gameconsoles|smartspeakers,non-consumer-vendor,CVE-2021-3615|CVE-2021-3616|CVE-2021-3617,"A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow code execution if a specific file exists on the attached SD card.|A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow an unauthorized user to view device information, alter firmware c|A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow command injection by setting a specially crafted network configur"
cameras,lenovo:smart_camera_x3_firmware,camera,3,gameconsoles|smartspeakers,non-consumer-vendor,CVE-2021-3615|CVE-2021-3616|CVE-2021-3617,"A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow code execution if a specific file exists on the attached SD card.|A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow an unauthorized user to view device information, alter firmware c|A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow command injection by setting a specially crafted network configur"
cameras,lenovo:smart_camera_x3,camera,3,gameconsoles|smartspeakers,non-consumer-vendor,CVE-2021-3615|CVE-2021-3616|CVE-2021-3617,"A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow code execution if a specific file exists on the attached SD card.|A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow an unauthorized user to view device information, alter firmware c|A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow command injection by setting a specially crafted network configur"
cameras,lenovo:smart_camera_x5_firmware,camera,3,gameconsoles|smartspeakers,non-consumer-vendor,CVE-2021-3615|CVE-2021-3616|CVE-2021-3617,"A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow code execution if a specific file exists on the attached SD card.|A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow an unauthorized user to view device information, alter firmware c|A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow command injection by setting a specially crafted network configur"
cameras,lenovo:smart_camera_x5,camera,3,gameconsoles|smartspeakers,non-consumer-vendor,CVE-2021-3615|CVE-2021-3616|CVE-2021-3617,"A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow code execution if a specific file exists on the attached SD card.|A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow an unauthorized user to view device information, alter firmware c|A vulnerability was reported in Lenovo Smart Camera X3, X5, and C2E that could allow command injection by setting a specially crafted network configur"
cameras,cylan:clever_dog_smart_camera_panorama_dog-2w_firmware,camera,2,,,CVE-2019-12919|CVE-2019-12920,"On Shenzhen Cylan Clever Dog Smart Camera DOG-2W and DOG-2W-V4 devices, an attacker on the local network has unauthenticated access to the internal SD|On Shenzhen Cylan Clever Dog Smart Camera DOG-2W and DOG-2W-V4 devices, an attacker on the network can login remotely to the camera and gain root acce"
cameras,cylan:clever_dog_smart_camera_panorama_dog-2w,camera,2,,,CVE-2019-12919|CVE-2019-12920,"On Shenzhen Cylan Clever Dog Smart Camera DOG-2W and DOG-2W-V4 devices, an attacker on the local network has unauthenticated access to the internal SD|On Shenzhen Cylan Clever Dog Smart Camera DOG-2W and DOG-2W-V4 devices, an attacker on the network can login remotely to the camera and gain root acce"
cameras,cylan:clever_dog_smart_camera_plus_dog-2w-v4_firmware,camera,2,,,CVE-2019-12919|CVE-2019-12920,"On Shenzhen Cylan Clever Dog Smart Camera DOG-2W and DOG-2W-V4 devices, an attacker on the local network has unauthenticated access to the internal SD|On Shenzhen Cylan Clever Dog Smart Camera DOG-2W and DOG-2W-V4 devices, an attacker on the network can login remotely to the camera and gain root acce"
cameras,cylan:clever_dog_smart_camera_plus_dog-2w-v4,camera,2,,,CVE-2019-12919|CVE-2019-12920,"On Shenzhen Cylan Clever Dog Smart Camera DOG-2W and DOG-2W-V4 devices, an attacker on the local network has unauthenticated access to the internal SD|On Shenzhen Cylan Clever Dog Smart Camera DOG-2W and DOG-2W-V4 devices, an attacker on the network can login remotely to the camera and gain root acce"
cameras,mipcm:mipc_camera_firmware,camera,2,,,CVE-2022-40785|CVE-2022-40784,Unsanitized input when setting a locale file leads to shell injection in mIPC camera firmware 5.3.1.2003161406. This allows an attacker to gain remote|Unlimited strcpy on user input when setting a locale file leads to stack buffer overflow in mIPC camera firmware 5.3.1.2003161406.
cameras,mipcm:mipc_camera,camera,2,,,CVE-2022-40785|CVE-2022-40784,Unsanitized input when setting a locale file leads to shell injection in mIPC camera firmware 5.3.1.2003161406. This allows an attacker to gain remote|Unlimited strcpy on user input when setting a locale file leads to stack buffer overflow in mIPC camera firmware 5.3.1.2003161406.
cameras,marel:ipm3_dual_cam_firmware,cam,2,,,CVE-2016-9358|CVE-2017-6041,"A Hard-Coded Passwords issue was discovered in Marel Food Processing Systems M3000 terminal associated with the following systems: A320, A325, A371, A|An Unrestricted Upload issue was discovered in Marel Food Processing Systems M3000 terminal associated with the following systems: A320, A325, A371, A"
cameras,marel:ipm3_dual_cam,cam,2,,,CVE-2016-9358|CVE-2017-6041,"A Hard-Coded Passwords issue was discovered in Marel Food Processing Systems M3000 terminal associated with the following systems: A320, A325, A371, A|An Unrestricted Upload issue was discovered in Marel Food Processing Systems M3000 terminal associated with the following systems: A320, A325, A371, A"
cameras,ui:camera_g3_flex_firmware,camera,2,,non-consumer-vendor,CVE-2021-33818|CVE-2021-33820,"An issue was discovered in UniFi Protect G3 FLEX Camera Version UVC.v4.30.0.67. Attackers can use slowhttptest tool to send incomplete HTTP request, w|An issue was discovered in UniFi Protect G3 FLEX Camera Version UVC.v4.30.0.67.Attacker could send a huge amount of TCP SYN packet to make web service"
cameras,ui:camera_g3_flex,camera,2,,non-consumer-vendor,CVE-2021-33818|CVE-2021-33820,"An issue was discovered in UniFi Protect G3 FLEX Camera Version UVC.v4.30.0.67. Attackers can use slowhttptest tool to send incomplete HTTP request, w|An issue was discovered in UniFi Protect G3 FLEX Camera Version UVC.v4.30.0.67.Attacker could send a huge amount of TCP SYN packet to make web service"
cameras,ptzoptics:vl_fixed_camera_firmware,camera,2,,,CVE-2025-35451|CVE-2025-35452,"PTZOptics and possibly other ValueHD-based pan-tilt-zoom cameras use hard-coded, default administrative credentials. The passwords can readily be crac|PTZOptics and possibly other ValueHD-based pan-tilt-zoom cameras use default, shared credentials for the administrative web interface."
cameras,ptzoptics:vl_fixed_camera,camera,2,,,CVE-2025-35451|CVE-2025-35452,"PTZOptics and possibly other ValueHD-based pan-tilt-zoom cameras use hard-coded, default administrative credentials. The passwords can readily be crac|PTZOptics and possibly other ValueHD-based pan-tilt-zoom cameras use default, shared credentials for the administrative web interface."
cameras,ptzoptics:ndi_fixed_camera_firmware,camera,2,,,CVE-2025-35451|CVE-2025-35452,"PTZOptics and possibly other ValueHD-based pan-tilt-zoom cameras use hard-coded, default administrative credentials. The passwords can readily be crac|PTZOptics and possibly other ValueHD-based pan-tilt-zoom cameras use default, shared credentials for the administrative web interface."
cameras,ptzoptics:ndi_fixed_camera,camera,2,,,CVE-2025-35451|CVE-2025-35452,"PTZOptics and possibly other ValueHD-based pan-tilt-zoom cameras use hard-coded, default administrative credentials. The passwords can readily be crac|PTZOptics and possibly other ValueHD-based pan-tilt-zoom cameras use default, shared credentials for the administrative web interface."
cameras,cisco:wvc200_wireless-g_ptz_internet_video_camera,camera,1,,non-consumer-vendor,CVE-2012-0284,Stack-based buffer overflow in the SetSource method in the Cisco Linksys PlayerPT ActiveX control 1.0.0.15 in PlayerPT.ocx on the Cisco WVC200 Wireles
cameras,360fly:4k_camera_firmware,camera,1,,,CVE-2017-8403,"360fly 4K cameras allow unauthenticated Wi-Fi password changes and complete access with REST by using the Bluetooth Low Energy pairing procedure, whic"
cameras,360fly:4k_camera,camera,1,,,CVE-2017-8403,"360fly 4K cameras allow unauthenticated Wi-Fi password changes and complete access with REST by using the Bluetooth Low Energy pairing procedure, whic"
cameras,qbeecam:qbee_multi-sensor_camera_firmware,camera,1,,,CVE-2018-16225,The QBee MultiSensor Camera through 4.16.4 accepts unencrypted network traffic from clients (such as the QBee Cam application through 1.0.5 for Androi
cameras,qbeecam:qbee_multi-sensor_camera,camera,1,,,CVE-2018-16225,The QBee MultiSensor Camera through 4.16.4 accepts unencrypted network traffic from clients (such as the QBee Cam application through 1.0.5 for Androi
