category,vendor_product,matched_tokens,n_new_cves,covered_elsewhere_slug,risk_flags,sample_cves,sample_descriptions
hub,symantec:gateway_security_400,gateway,1,,broad-token|non-consumer-vendor,CVE-2005-3768,"Buffer overflow in the Internet Key Exchange version 1 (IKEv1) implementation in Symantec Dynamic VPN Services, as used in Enterprise Firewall, Gatewa"
hub,symantec:gateway_security_5100,gateway,1,,broad-token|non-consumer-vendor,CVE-2005-3768,"Buffer overflow in the Internet Key Exchange version 1 (IKEv1) implementation in Symantec Dynamic VPN Services, as used in Enterprise Firewall, Gatewa"
hub,symantec:gateway_security_5310,gateway,1,,broad-token|non-consumer-vendor,CVE-2005-3768,"Buffer overflow in the Internet Key Exchange version 1 (IKEv1) implementation in Symantec Dynamic VPN Services, as used in Enterprise Firewall, Gatewa"
hub,clavister:clavister_security_gateway,gateway,1,,broad-token,CVE-2005-3915,The Internet Key Exchange version 1 (IKEv1) implementation in Clavister Client Web allows remote attackers to cause a denial of service and possibly e
hub,citrix:application_gateway_for_avaya,gateway,1,,broad-token|non-consumer-vendor,CVE-2008-5882,"SQL injection vulnerability in login.asp in Citrix Application Gateway - Broadcast Server (BCS) before 6.1, as used by Avaya AG250 - Broadcast Server "
hub,landesk:management_gateway,gateway,1,,broad-token,CVE-2010-2892,gsb/drivers.php in LANDesk Management Gateway 4.0 through 4.0-1.48 and 4.2 through 4.2-1.8 allows remote authenticated administrators to execute arbit
hub,symantec:web_gateway_appliance,gateway,1,,broad-token|non-consumer-vendor,CVE-2010-0115,SQL injection vulnerability in login.php in the GUI management console in Symantec Web Gateway 4.5 before 4.5.0.376 allows remote attackers to execute
hub,cisco:content_services_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2013-5552,"Cisco IOS 12.4(24)MDB9 and earlier on Content Services Gateway (CSG) devices does not properly implement the ""parse error drop"" feature, which allows "
hub,elecsyscorp:director_industrial_communication_gateway,gateway,1,,broad-token,CVE-2013-2825,The DNP3 service in the Outstation component on Elecsys Director Gateway devices with kernel 2.6.32.11ael1 and earlier allows remote attackers to caus
hub,turck:bl20_programmable_gateway,gateway,1,,broad-token,CVE-2012-4697,"TURCK BL20 Programmable Gateway and BL67 Programmable Gateway have hardcoded accounts, which allows remote attackers to obtain administrative access v"
hub,turck:bl67_programmable_gateway,gateway,1,,broad-token,CVE-2012-4697,"TURCK BL20 Programmable Gateway and BL67 Programmable Gateway have hardcoded accounts, which allows remote attackers to obtain administrative access v"
hub,turck:bl20_programmable_gateway_firmware,gateway,1,,broad-token,CVE-2012-4697,"TURCK BL20 Programmable Gateway and BL67 Programmable Gateway have hardcoded accounts, which allows remote attackers to obtain administrative access v"
hub,turck:bl67_programmable_gateway_firmware,gateway,1,,broad-token,CVE-2012-4697,"TURCK BL20 Programmable Gateway and BL67 Programmable Gateway have hardcoded accounts, which allows remote attackers to obtain administrative access v"
hub,ibm:websphere_datapower_service_gateway_xg45_virtual_edition_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2013-0499,"Cross-site scripting (XSS) vulnerability in the echo functionality on IBM WebSphere DataPower SOA appliances with firmware 3.8.2, 4.0, 4.0.1, 4.0.2, a"
hub,ibm:websphere_datapower_service_gateway_xg45_virtual_edition,gateway,1,,broad-token|non-consumer-vendor,CVE-2013-0499,"Cross-site scripting (XSS) vulnerability in the echo functionality on IBM WebSphere DataPower SOA appliances with firmware 3.8.2, 4.0, 4.0.1, 4.0.2, a"
hub,ibm:websphere_datapower_service_gateway_xg45_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2013-0499,"Cross-site scripting (XSS) vulnerability in the echo functionality on IBM WebSphere DataPower SOA appliances with firmware 3.8.2, 4.0, 4.0.1, 4.0.2, a"
hub,ibm:websphere_datapower_service_gateway_xg45,gateway,1,,broad-token|non-consumer-vendor,CVE-2013-0499,"Cross-site scripting (XSS) vulnerability in the echo functionality on IBM WebSphere DataPower SOA appliances with firmware 3.8.2, 4.0, 4.0.1, 4.0.2, a"
hub,moxa:oncell_gateway_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2012-3039,"Moxa OnCell Gateway G3111, G3151, G3211, and G3251 devices with firmware before 1.4 do not use a sufficient source of entropy for SSH and SSL keys, wh"
hub,moxa:oncell_gateway_g3111,gateway,1,,broad-token|non-consumer-vendor,CVE-2012-3039,"Moxa OnCell Gateway G3111, G3151, G3211, and G3251 devices with firmware before 1.4 do not use a sufficient source of entropy for SSH and SSL keys, wh"
hub,moxa:oncell_gateway_g3151,gateway,1,,broad-token|non-consumer-vendor,CVE-2012-3039,"Moxa OnCell Gateway G3111, G3151, G3211, and G3251 devices with firmware before 1.4 do not use a sufficient source of entropy for SSH and SSL keys, wh"
hub,moxa:oncell_gateway_g3211,gateway,1,,broad-token|non-consumer-vendor,CVE-2012-3039,"Moxa OnCell Gateway G3111, G3151, G3211, and G3251 devices with firmware before 1.4 do not use a sufficient source of entropy for SSH and SSL keys, wh"
hub,moxa:oncell_gateway_g3251,gateway,1,,broad-token|non-consumer-vendor,CVE-2012-3039,"Moxa OnCell Gateway G3111, G3151, G3211, and G3251 devices with firmware before 1.4 do not use a sufficient source of entropy for SSH and SSL keys, wh"
hub,citrix:access_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2013-2263,Unspecified vulnerability in Citrix Access Gateway Standard Edition 5.0.x before 5.0.4.223524 allows remote attackers to access network resources via 
hub,media5:mediatrix_voip_gateway,gateway,1,,broad-token,CVE-2014-1612,Cross-site scripting (XSS) vulnerability in login.esp in the Web Management Interface in Media5 Mediatrix 4402 VoIP Gateway with firmware Dgw 1.1.13.1
hub,cisco:as5400_universal_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2012-5422,Unspecified vulnerability in Cisco IOS before 15.3(2)T on AS5400 devices allows remote authenticated users to cause a denial of service (spurious erro
hub,cisco:as5400hpx_universal_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2012-5422,Unspecified vulnerability in Cisco IOS before 15.3(2)T on AS5400 devices allows remote authenticated users to cause a denial of service (spurious erro
hub,cisco:as5400xm_media_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2012-5422,Unspecified vulnerability in Cisco IOS before 15.3(2)T on AS5400 devices allows remote authenticated users to cause a denial of service (spurious erro
hub,cisco:as5400xm_universal_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2012-5422,Unspecified vulnerability in Cisco IOS before 15.3(2)T on AS5400 devices allows remote authenticated users to cause a denial of service (spurious erro
hub,advantech:eki-1200_gateway_series_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2014-8385,Buffer overflow on Advantech EKI-1200 gateways with firmware before 1.63 allows remote attackers to execute arbitrary code via unspecified vectors.
hub,huawei:espace_unified_gateway_u2980,gateway,1,home-power|smartspeakers,broad-token|non-consumer-vendor,CVE-2015-8229,Huawei eSpace U2980 unified gateway with software before V100R001C10 and U2990 with software before V200R001C10 allow remote authenticated users to ca
hub,huawei:espace_unified_gateway_u2990,gateway,1,home-power|smartspeakers,broad-token|non-consumer-vendor,CVE-2015-8229,Huawei eSpace U2980 unified gateway with software before V100R001C10 and U2990 with software before V200R001C10 allow remote authenticated users to ca
hub,huawei:unified_security_gateway_firmware,gateway,1,home-power|smartspeakers,broad-token|non-consumer-vendor,CVE-2015-8084,"Huawei USG5500, USG2100, USG2200, and USG5100 unified security gateways with software before V300R001C10SPC600, when ""DHCP Snooping"" is enabled and ei"
hub,citrix:netscaler_gateway_11.0,gateway,1,,broad-token|non-consumer-vendor,CVE-2016-4945,Cross-site scripting (XSS) vulnerability in vpn/js/gateway_login_form_view.js in Citrix NetScaler Gateway 11.0 before Build 66.11 allows remote attack
hub,citrix:netscaler_gateway_11.0_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2016-4945,Cross-site scripting (XSS) vulnerability in vpn/js/gateway_login_form_view.js in Citrix NetScaler Gateway 11.0 before Build 66.11 allows remote attack
hub,cisco:rf_gateway_1_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2017-12318,"A vulnerability in the TCP state machine of Cisco RF Gateway 1 devices could allow an unauthenticated, remote attacker to prevent an affected device f"
hub,cisco:rf_gateway_1,gateway,1,,broad-token|non-consumer-vendor,CVE-2017-12318,"A vulnerability in the TCP state machine of Cisco RF Gateway 1 devices could allow an unauthenticated, remote attacker to prevent an affected device f"
hub,cisco:vg204xm_analog_voice_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2018-0163,"A vulnerability in the 802.1x multiple-authentication (multi-auth) feature of Cisco IOS Software could allow an unauthenticated, adjacent attacker to "
hub,cisco:vg350_analog_voice_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2018-0163,"A vulnerability in the 802.1x multiple-authentication (multi-auth) feature of Cisco IOS Software could allow an unauthenticated, adjacent attacker to "
hub,cisco:vg3x0_analog_voice_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2018-0163,"A vulnerability in the 802.1x multiple-authentication (multi-auth) feature of Cisco IOS Software could allow an unauthenticated, adjacent attacker to "
hub,psigridconnect:telecontrol_gateway_xs-mu_firmware,gateway,1,,broad-token,CVE-2019-6528,"PSI GridConnect GmbH Telecontrol Gateway and Smart Telecontrol Unit family, IEC104 Security Proxy versions Telecontrol Gateway 3G Versions 4.2.21, 5.0"
hub,psigridconnect:telecontrol_gateway_xs-mu,gateway,1,,broad-token,CVE-2019-6528,"PSI GridConnect GmbH Telecontrol Gateway and Smart Telecontrol Unit family, IEC104 Security Proxy versions Telecontrol Gateway 3G Versions 4.2.21, 5.0"
hub,psigridconnect:telecontrol_gateway_vm_firmware,gateway,1,,broad-token,CVE-2019-6528,"PSI GridConnect GmbH Telecontrol Gateway and Smart Telecontrol Unit family, IEC104 Security Proxy versions Telecontrol Gateway 3G Versions 4.2.21, 5.0"
hub,psigridconnect:telecontrol_gateway_vm,gateway,1,,broad-token,CVE-2019-6528,"PSI GridConnect GmbH Telecontrol Gateway and Smart Telecontrol Unit family, IEC104 Security Proxy versions Telecontrol Gateway 3G Versions 4.2.21, 5.0"
hub,psigridconnect:telecontrol_gateway_3g_firmware,gateway,1,,broad-token,CVE-2019-6528,"PSI GridConnect GmbH Telecontrol Gateway and Smart Telecontrol Unit family, IEC104 Security Proxy versions Telecontrol Gateway 3G Versions 4.2.21, 5.0"
hub,psigridconnect:telecontrol_gateway_3g,gateway,1,,broad-token,CVE-2019-6528,"PSI GridConnect GmbH Telecontrol Gateway and Smart Telecontrol Unit family, IEC104 Security Proxy versions Telecontrol Gateway 3G Versions 4.2.21, 5.0"
hub,virginmedia:hub_3.0_firmware,hub,1,streaming,,CVE-2018-19037,"On Virgin Media wireless router 3.0 hub devices, the web interface is vulnerable to denial of service. When POST requests are sent and keep the connec"
hub,virginmedia:hub_3.0,hub,1,streaming,,CVE-2018-19037,"On Virgin Media wireless router 3.0 hub devices, the web interface is vulnerable to denial of service. When POST requests are sent and keep the connec"
hub,belwith-keeler:hickory_smart_ethernet_bridge_firmware,bridge,1,,broad-token,CVE-2019-5635,"A cleartext transmission of sensitive information vulnerability is present in Hickory Smart Ethernet Bridge from Belwith Products, LLC. Captured data "
hub,belwith-keeler:hickory_smart_ethernet_bridge,bridge,1,,broad-token,CVE-2019-5635,"A cleartext transmission of sensitive information vulnerability is present in Hickory Smart Ethernet Bridge from Belwith Products, LLC. Captured data "
hub,siemens:ie\/wsn-pa_link_wirelesshart_gateway_firmware,gateway,1,appliances|ev-charging|thermostat,broad-token|non-consumer-vendor,CVE-2019-13923,A vulnerability has been identified in IE/WSN-PA Link WirelessHART Gateway (All versions). The integrated configuration web server of the affected dev
hub,siemens:ie\/wsn-pa_link_wirelesshart_gateway,gateway,1,appliances|ev-charging|thermostat,broad-token|non-consumer-vendor,CVE-2019-13923,A vulnerability has been identified in IE/WSN-PA Link WirelessHART Gateway (All versions). The integrated configuration web server of the affected dev
hub,comtech:h8_heights_remote_gateway_firmware,gateway,1,,broad-token,CVE-2019-17667,Comtech H8 Heights Remote Gateway 2.5.1 devices allow XSS and HTML injection via the Site Name (aka SiteName) field.
hub,comtech:h8_heights_remote_gateway,gateway,1,,broad-token,CVE-2019-17667,Comtech H8 Heights Remote Gateway 2.5.1 devices allow XSS and HTML injection via the Site Name (aka SiteName) field.
hub,microsoft:surface_hub_firmware,hub,1,smartspeakers,non-consumer-vendor,CVE-2020-0702,"A security feature bypass vulnerability exists in Surface Hub when prompting for credentials, aka 'Surface Hub Security Feature Bypass Vulnerability'."
hub,microsoft:surface_hub,hub,1,smartspeakers,non-consumer-vendor,CVE-2020-0702,"A security feature bypass vulnerability exists in Surface Hub when prompting for credentials, aka 'Surface Hub Security Feature Bypass Vulnerability'."
hub,opensuse:suse_package_hub,hub,1,,non-consumer-vendor,CVE-2020-8813,"graph_realtime.php in Cacti 1.2.8 allows remote attackers to execute arbitrary OS commands via shell metacharacters in a cookie, if a guest user has t"
hub,intel:puma_7_home_gateway,gateway,1,garden,broad-token|non-consumer-vendor,CVE-2020-0551,Load value injection in some Intel(R) Processors utilizing speculative execution may allow an authenticated user to potentially enable information dis
hub,teltonika-networks:gateway_trb245_firmware,gateway,1,,broad-token,CVE-2020-5769,"Insufficient output sanitization in Teltonika firmware TRB2_R_00.02.02 allows a remote, authenticated attacker to conduct persistent cross-site script"
hub,teltonika-networks:gateway_trb245,gateway,1,,broad-token,CVE-2020-5769,"Insufficient output sanitization in Teltonika firmware TRB2_R_00.02.02 allows a remote, authenticated attacker to conduct persistent cross-site script"
hub,emerson:smart_wireless_gateway_1420_firmware,gateway,1,fans|thermostat,broad-token|non-consumer-vendor,CVE-2020-19419,Incorrect Access Control in Emerson Smart Wireless Gateway 1420 4.6.59 allows remote attackers to obtain sensitive device information from the adminis
hub,emerson:smart_wireless_gateway_1420,gateway,1,fans|thermostat,broad-token|non-consumer-vendor,CVE-2020-19419,Incorrect Access Control in Emerson Smart Wireless Gateway 1420 4.6.59 allows remote attackers to obtain sensitive device information from the adminis
hub,nec:nas_gateway_nh4a_firmware,gateway,1,airconditioner|alarms|appliances|babymonitor|doorlock|ev-charging|fans|fridge|gameconsoles|lighting|sleeptracker|smartplugs|smartspeakers|streaming|thermostat,broad-token|non-consumer-vendor,CVE-2021-20740,"Hitachi Virtual File Platform Versions prior to 5.5.3-09 and Versions prior to 6.4.3-09, and NEC Storage M Series NAS Gateway Nh4a/Nh8a versions prior"
hub,nec:nas_gateway_nh4a,gateway,1,airconditioner|alarms|appliances|babymonitor|doorlock|ev-charging|fans|fridge|gameconsoles|lighting|sleeptracker|smartplugs|smartspeakers|streaming|thermostat,broad-token|non-consumer-vendor,CVE-2021-20740,"Hitachi Virtual File Platform Versions prior to 5.5.3-09 and Versions prior to 6.4.3-09, and NEC Storage M Series NAS Gateway Nh4a/Nh8a versions prior"
hub,nec:nas_gateway_nh8a_firmware,gateway,1,airconditioner|alarms|appliances|babymonitor|doorlock|ev-charging|fans|fridge|gameconsoles|lighting|sleeptracker|smartplugs|smartspeakers|streaming|thermostat,broad-token|non-consumer-vendor,CVE-2021-20740,"Hitachi Virtual File Platform Versions prior to 5.5.3-09 and Versions prior to 6.4.3-09, and NEC Storage M Series NAS Gateway Nh4a/Nh8a versions prior"
hub,nec:nas_gateway_nh8a,gateway,1,airconditioner|alarms|appliances|babymonitor|doorlock|ev-charging|fans|fridge|gameconsoles|lighting|sleeptracker|smartplugs|smartspeakers|streaming|thermostat,broad-token|non-consumer-vendor,CVE-2021-20740,"Hitachi Virtual File Platform Versions prior to 5.5.3-09 and Versions prior to 6.4.3-09, and NEC Storage M Series NAS Gateway Nh4a/Nh8a versions prior"
hub,nec:nas_gateway_nh4b_firmware,gateway,1,airconditioner|alarms|appliances|babymonitor|doorlock|ev-charging|fans|fridge|gameconsoles|lighting|sleeptracker|smartplugs|smartspeakers|streaming|thermostat,broad-token|non-consumer-vendor,CVE-2021-20740,"Hitachi Virtual File Platform Versions prior to 5.5.3-09 and Versions prior to 6.4.3-09, and NEC Storage M Series NAS Gateway Nh4a/Nh8a versions prior"
hub,nec:nas_gateway_nh4b,gateway,1,airconditioner|alarms|appliances|babymonitor|doorlock|ev-charging|fans|fridge|gameconsoles|lighting|sleeptracker|smartplugs|smartspeakers|streaming|thermostat,broad-token|non-consumer-vendor,CVE-2021-20740,"Hitachi Virtual File Platform Versions prior to 5.5.3-09 and Versions prior to 6.4.3-09, and NEC Storage M Series NAS Gateway Nh4a/Nh8a versions prior"
hub,nec:nas_gateway_nh8b_firmware,gateway,1,airconditioner|alarms|appliances|babymonitor|doorlock|ev-charging|fans|fridge|gameconsoles|lighting|sleeptracker|smartplugs|smartspeakers|streaming|thermostat,broad-token|non-consumer-vendor,CVE-2021-20740,"Hitachi Virtual File Platform Versions prior to 5.5.3-09 and Versions prior to 6.4.3-09, and NEC Storage M Series NAS Gateway Nh4a/Nh8a versions prior"
hub,nec:nas_gateway_nh8b,gateway,1,airconditioner|alarms|appliances|babymonitor|doorlock|ev-charging|fans|fridge|gameconsoles|lighting|sleeptracker|smartplugs|smartspeakers|streaming|thermostat,broad-token|non-consumer-vendor,CVE-2021-20740,"Hitachi Virtual File Platform Versions prior to 5.5.3-09 and Versions prior to 6.4.3-09, and NEC Storage M Series NAS Gateway Nh4a/Nh8a versions prior"
hub,nec:nas_gateway_nh4c_firmware,gateway,1,airconditioner|alarms|appliances|babymonitor|doorlock|ev-charging|fans|fridge|gameconsoles|lighting|sleeptracker|smartplugs|smartspeakers|streaming|thermostat,broad-token|non-consumer-vendor,CVE-2021-20740,"Hitachi Virtual File Platform Versions prior to 5.5.3-09 and Versions prior to 6.4.3-09, and NEC Storage M Series NAS Gateway Nh4a/Nh8a versions prior"
hub,nec:nas_gateway_nh4c,gateway,1,airconditioner|alarms|appliances|babymonitor|doorlock|ev-charging|fans|fridge|gameconsoles|lighting|sleeptracker|smartplugs|smartspeakers|streaming|thermostat,broad-token|non-consumer-vendor,CVE-2021-20740,"Hitachi Virtual File Platform Versions prior to 5.5.3-09 and Versions prior to 6.4.3-09, and NEC Storage M Series NAS Gateway Nh4a/Nh8a versions prior"
hub,nec:nas_gateway_nh8c_firmware,gateway,1,airconditioner|alarms|appliances|babymonitor|doorlock|ev-charging|fans|fridge|gameconsoles|lighting|sleeptracker|smartplugs|smartspeakers|streaming|thermostat,broad-token|non-consumer-vendor,CVE-2021-20740,"Hitachi Virtual File Platform Versions prior to 5.5.3-09 and Versions prior to 6.4.3-09, and NEC Storage M Series NAS Gateway Nh4a/Nh8a versions prior"
hub,nec:nas_gateway_nh8c,gateway,1,airconditioner|alarms|appliances|babymonitor|doorlock|ev-charging|fans|fridge|gameconsoles|lighting|sleeptracker|smartplugs|smartspeakers|streaming|thermostat,broad-token|non-consumer-vendor,CVE-2021-20740,"Hitachi Virtual File Platform Versions prior to 5.5.3-09 and Versions prior to 6.4.3-09, and NEC Storage M Series NAS Gateway Nh4a/Nh8a versions prior"
hub,broadcom:symantec_advanced_secure_gateway_s200-30_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2021-30648,The Symantec Advanced Secure Gateway (ASG) and ProxySG web management consoles are susceptible to an authentication bypass vulnerability. An unauthent
hub,broadcom:symantec_advanced_secure_gateway_s200-30,gateway,1,,broad-token|non-consumer-vendor,CVE-2021-30648,The Symantec Advanced Secure Gateway (ASG) and ProxySG web management consoles are susceptible to an authentication bypass vulnerability. An unauthent
hub,broadcom:symantec_advanced_secure_gateway_s200-40_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2021-30648,The Symantec Advanced Secure Gateway (ASG) and ProxySG web management consoles are susceptible to an authentication bypass vulnerability. An unauthent
hub,broadcom:symantec_advanced_secure_gateway_s200-40,gateway,1,,broad-token|non-consumer-vendor,CVE-2021-30648,The Symantec Advanced Secure Gateway (ASG) and ProxySG web management consoles are susceptible to an authentication bypass vulnerability. An unauthent
hub,broadcom:symantec_advanced_secure_gateway_s400-20_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2021-30648,The Symantec Advanced Secure Gateway (ASG) and ProxySG web management consoles are susceptible to an authentication bypass vulnerability. An unauthent
hub,broadcom:symantec_advanced_secure_gateway_s400-20,gateway,1,,broad-token|non-consumer-vendor,CVE-2021-30648,The Symantec Advanced Secure Gateway (ASG) and ProxySG web management consoles are susceptible to an authentication bypass vulnerability. An unauthent
hub,broadcom:symantec_advanced_secure_gateway_s400-30_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2021-30648,The Symantec Advanced Secure Gateway (ASG) and ProxySG web management consoles are susceptible to an authentication bypass vulnerability. An unauthent
hub,broadcom:symantec_advanced_secure_gateway_s400-30,gateway,1,,broad-token|non-consumer-vendor,CVE-2021-30648,The Symantec Advanced Secure Gateway (ASG) and ProxySG web management consoles are susceptible to an authentication bypass vulnerability. An unauthent
hub,broadcom:symantec_advanced_secure_gateway_s400-40_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2021-30648,The Symantec Advanced Secure Gateway (ASG) and ProxySG web management consoles are susceptible to an authentication bypass vulnerability. An unauthent
hub,broadcom:symantec_advanced_secure_gateway_s400-40,gateway,1,,broad-token|non-consumer-vendor,CVE-2021-30648,The Symantec Advanced Secure Gateway (ASG) and ProxySG web management consoles are susceptible to an authentication bypass vulnerability. An unauthent
hub,broadcom:symantec_advanced_secure_gateway_500-10_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2021-30648,The Symantec Advanced Secure Gateway (ASG) and ProxySG web management consoles are susceptible to an authentication bypass vulnerability. An unauthent
hub,broadcom:symantec_advanced_secure_gateway_500-10,gateway,1,,broad-token|non-consumer-vendor,CVE-2021-30648,The Symantec Advanced Secure Gateway (ASG) and ProxySG web management consoles are susceptible to an authentication bypass vulnerability. An unauthent
hub,broadcom:symantec_advanced_secure_gateway_s500-20_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2021-30648,The Symantec Advanced Secure Gateway (ASG) and ProxySG web management consoles are susceptible to an authentication bypass vulnerability. An unauthent
hub,broadcom:symantec_advanced_secure_gateway_s500-20,gateway,1,,broad-token|non-consumer-vendor,CVE-2021-30648,The Symantec Advanced Secure Gateway (ASG) and ProxySG web management consoles are susceptible to an authentication bypass vulnerability. An unauthent
hub,tieline:ip_audtio_gateway_firmware,gateway,1,,broad-token,CVE-2021-35336,Tieline IP Audio Gateway 2.6.4.8 and below is affected by Incorrect Access Control. A vulnerability in the Tieline Web Administrative Interface could 
hub,tieline:ip_audtio_gateway,gateway,1,,broad-token,CVE-2021-35336,Tieline IP Audio Gateway 2.6.4.8 and below is affected by Incorrect Access Control. A vulnerability in the Tieline Web Administrative Interface could 
hub,intel:nuc_m15_laptop_kit_integrated_sensor_hub_driver_pack,hub,1,garden,non-consumer-vendor,CVE-2021-33088,Incorrect default permissions in the installer for the Intel(R) NUC M15 Laptop Kit Integrated Sensor Hub driver pack before version 5.4.1.4449 may all
hub,schneider-electric:conext_gateway_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2023-29410,"
A CWE-20: Improper Input Validation vulnerability exists that could allow an authenticated
attacker to gain the same privilege as the application on "
hub,schneider-electric:conext_gateway,gateway,1,,broad-token|non-consumer-vendor,CVE-2023-29410,"
A CWE-20: Improper Input Validation vulnerability exists that could allow an authenticated
attacker to gain the same privilege as the application on "
hub,google:nest_hub_max_firmware,hub,1,alarms|doorbell|fans|gameconsoles|smartspeakers|streaming|thermostat,non-consumer-vendor,CVE-2023-2626,There exists an authentication bypass vulnerability in OpenThread border router devices and implementations. This issue allows unauthenticated nodes t
hub,google:nest_hub_max,hub,1,alarms|doorbell|fans|gameconsoles|smartspeakers|streaming|thermostat,non-consumer-vendor,CVE-2023-2626,There exists an authentication bypass vulnerability in OpenThread border router devices and implementations. This issue allows unauthenticated nodes t
hub,google:nest_hub_firmware,hub,1,alarms|doorbell|fans|gameconsoles|smartspeakers|streaming|thermostat,non-consumer-vendor,CVE-2023-2626,There exists an authentication bypass vulnerability in OpenThread border router devices and implementations. This issue allows unauthenticated nodes t
hub,google:nest_hub,hub,1,alarms|doorbell|fans|gameconsoles|smartspeakers|streaming|thermostat,non-consumer-vendor,CVE-2023-2626,There exists an authentication bypass vulnerability in OpenThread border router devices and implementations. This issue allows unauthenticated nodes t
hub,abb:txpert_hub_coretec_4_firmware,hub,1,airpurifier,non-consumer-vendor,CVE-2023-2625,"A vulnerability exists that can be exploited by an authenticated client that is connected to the same network segment as the CoreTec 4, having any lev"
hub,abb:txpert_hub_coretec_4,hub,1,airpurifier,non-consumer-vendor,CVE-2023-2625,"A vulnerability exists that can be exploited by an authenticated client that is connected to the same network segment as the CoreTec 4, having any lev"
hub,thorntech:sftp_gateway,gateway,1,,broad-token,CVE-2023-47174,"Thorn SFTP gateway 3.4.x before 3.4.4 uses Pivotal Spring Framework for Java deserialization of untrusted data, which is not supported by Pivotal, a r"
hub,netentsec:application_security_gateway,gateway,1,,broad-token,CVE-2023-7161,A vulnerability classified as critical has been found in Netentsec NS-ASG Application Security Gateway 6.3.1. This affects an unknown part of the file
hub,cisco:secure_email_gateway_firmware,gateway,1,,broad-token|non-consumer-vendor,CVE-2023-31488,"Hyland Perceptive Filters releases before 2023-12-08 (e.g., 11.4.0.2647), as used in Cisco IronPort Email Security Appliance Software, Cisco Secure Em"
hub,mokosmart:mkgw1_gateway_firmware,gateway,1,,broad-token,CVE-2023-51059,An issue in MOKO TECHNOLOGY LTD MOKOSmart MKGW1 BLE Gateway v.1.1.1 and before allows a remote attacker to escalate privileges via the session managem
hub,mokosmart:mkgw1_gateway,gateway,1,,broad-token,CVE-2023-51059,An issue in MOKO TECHNOLOGY LTD MOKOSmart MKGW1 BLE Gateway v.1.1.1 and before allows a remote attacker to escalate privileges via the session managem
hub,johnsoncontrols:qolsys_iq4_hub_firmware,hub,1,thermostat,non-consumer-vendor,CVE-2024-0242,Under certain circumstances IQ Panel4 and IQ4 Hub panel software prior to version 4.4.2 could allow unauthorized access to settings.
hub,johnsoncontrols:qolsys_iq4_hub,hub,1,thermostat,non-consumer-vendor,CVE-2024-0242,Under certain circumstances IQ Panel4 and IQ4 Hub panel software prior to version 4.4.2 could allow unauthorized access to settings.
hub,intrado:911_emergency_gateway_firmware,gateway,1,,broad-token,CVE-2024-1839,"Intrado 911 Emergency Gateway login form is vulnerable to an unauthenticated blind time-based SQL injection, which may allow an unauthenticated remote"
hub,intrado:911_emergency_gateway,gateway,1,,broad-token,CVE-2024-1839,"Intrado 911 Emergency Gateway login form is vulnerable to an unauthenticated blind time-based SQL injection, which may allow an unauthenticated remote"
hub,cisco:secure_email_gateway_c190,gateway,1,,broad-token|non-consumer-vendor,CVE-2024-20258,A vulnerability in the web-based management interface of Cisco AsyncOS Software for Cisco Secure Email and Web Manager and Secure Email Gateway could 
hub,cisco:secure_email_gateway_c390,gateway,1,,broad-token|non-consumer-vendor,CVE-2024-20258,A vulnerability in the web-based management interface of Cisco AsyncOS Software for Cisco Secure Email and Web Manager and Secure Email Gateway could 
hub,cisco:secure_email_gateway_c690,gateway,1,,broad-token|non-consumer-vendor,CVE-2024-20258,A vulnerability in the web-based management interface of Cisco AsyncOS Software for Cisco Secure Email and Web Manager and Secure Email Gateway could 
hub,cisco:secure_email_gateway_c690x,gateway,1,,broad-token|non-consumer-vendor,CVE-2024-20258,A vulnerability in the web-based management interface of Cisco AsyncOS Software for Cisco Secure Email and Web Manager and Secure Email Gateway could 
hub,microsoft:surface_hub_2s_firmware,hub,1,smartspeakers,non-consumer-vendor,CVE-2025-21194,Microsoft Surface Security Feature Bypass Vulnerability
hub,microsoft:surface_hub_2s,hub,1,smartspeakers,non-consumer-vendor,CVE-2025-21194,Microsoft Surface Security Feature Bypass Vulnerability
