Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings
vendor_only,CVE-2021-27954,2021-08-03,A heap-based buffer overflow vulnerability exists on the ecobee3 lite 4.5.81.200 device in the HKProcessConfig function of the HomeKit Wireless Access Control setup process. A threat actor can exploit this vulnerability to force the device to connect to a SSID or cause a denial of service.,8.2,3.1,CWE-787,cpe:2.3:o:ecobee:ecobee3_lite_firmware:4.5.81.200:*:*:*:*:*:*:*|cpe:2.3:h:ecobee:ecobee3_lite:-:*:*:*:*:*:*:*
vendor_only,CVE-2021-38448,2021-11-22,"The affected controllers do not properly sanitize the input containing code syntax. As a result, an attacker could craft code to alter the intended controller flow of the software.",7.6,3.1,CWE-94,cpe:2.3:a:trane:symbio_700:*:*:*:*:*:*:*:*|cpe:2.3:h:trane:odyssey_split_systems:-:*:*:*:*:*:*:*|cpe:2.3:a:trane:symbio_800:*:*:*:*:*:*:*:*|cpe:2.3:h:trane:intellipak_1:-:*:*:*:*:*:*:*|cpe:2.3:h:trane:intellipak_2:-:*:*:*:*:*:*:*|cpe:2.3:h:trane:ascend_air-cooled_chiller_acr:-:*:*:*:*:*:*:*
vendor_only,CVE-2023-33383,2023-08-02,Shelly 4PM Pro four-channel smart switch 0.11.0 allows an attacker to trigger a BLE out of bounds read fault condition that results in a device reload.,5.3,3.1,CWE-125,cpe:2.3:o:shelly:pro_4pm_firmware:0.11.0:*:*:*:*:*:*:*|cpe:2.3:h:shelly:pro_4pm:-:*:*:*:*:*:*:*
vendor_only,CVE-2023-6339,2024-01-02,Google Nest WiFi Pro root code-execution & user-data compromise,9.8,3.1,CWE-311,cpe:2.3:o:google:nest_wifi_pro_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:google:nest_wifi_pro:-:*:*:*:*:*:*:*
vendor_only,CVE-2025-7718,2025-09-10,"The Resideo Plugin for Resideo - Real Estate WordPress Theme plugin for WordPress is vulnerable to privilege escalation via account takeover in all versions up to, and including, 2.5.4. This is due to the plugin not properly validating a user's identity prior to updating their details like email. This makes it possible for authenticated attackers, with Subscriber-level access and above, to change arbitrary user's email addresses, including administrators, and leverage that to reset the user's password and gain access to their account.",8.8,3.1,CWE-639,
vendor_only,CVE-2025-11243,2025-11-19,Allocation of Resources Without Limits or Throttling vulnerability in Shelly Pro 4PM (before v1.6) allows Excessive Allocation via network.,,,CWE-770,
vendor_only,CVE-2025-12056,2025-11-19,Out-of-bounds Read in Shelly Pro 3EM (before v1.4.4) allows Overread Buffers.,,,CWE-125,
vendor_only,CVE-2022-50918,2026-01-13,VIVE Runtime Service 1.0.0.4 contains an unquoted service path vulnerability that allows local users to execute arbitrary code with elevated system privileges. Attackers can exploit the unquoted binary path by placing malicious executables in specific system directories to gain LocalSystem access during service startup.,8.4,3.1,CWE-428,
vendor_only,CVE-2026-28252,2026-03-12,"A Use of a Broken or Risky Cryptographic Algorithm vulnerability in Trane Tracer SC, Tracer SC+, and Tracer Concierge could allow an attacker to bypass authentication and gain root-level access to the device.",9.8,3.1,CWE-327,cpe:2.3:o:trane:tracer_sc_firmware:*:*:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack1:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack2:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack3:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack4:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack5:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack6:*:*:*:*:*:*|cpe:2.3:h:trane:tracer_sc:*:*:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc\+_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:trane:tracer_sc\+:*:*:*:*:*:*:*:*|cpe:2.3:a:trane:tracer_concierge:*:*:*:*:*:*:*:*
vendor_only,CVE-2026-28253,2026-03-12,"A Memory Allocation with Excessive Size Value vulnerability in Trane Tracer SC, Tracer SC+, and Tracer Concierge could allow an unauthenticated attacker to cause a denial-of-service condition",7.5,3.1,CWE-789,cpe:2.3:o:trane:tracer_sc_firmware:*:*:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack1:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack2:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack3:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack4:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack5:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack6:*:*:*:*:*:*|cpe:2.3:h:trane:tracer_sc:*:*:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc\+_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:trane:tracer_sc\+:*:*:*:*:*:*:*:*|cpe:2.3:a:trane:tracer_concierge:*:*:*:*:*:*:*:*
vendor_only,CVE-2026-28254,2026-03-12,"A Missing Authorization vulnerability in Trane Tracer SC, Tracer SC+, and Tracer Concierge could allow an unauthenticated attacker to access sensitive information through unprotected APIs.",7.5,3.1,CWE-862,cpe:2.3:o:trane:tracer_sc_firmware:*:*:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack1:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack2:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack3:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack4:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack5:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack6:*:*:*:*:*:*|cpe:2.3:h:trane:tracer_sc:*:*:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc\+_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:trane:tracer_sc\+:*:*:*:*:*:*:*:*|cpe:2.3:a:trane:tracer_concierge:*:*:*:*:*:*:*:*
vendor_only,CVE-2026-28255,2026-03-12,"A Use of Hard-coded Credentials vulnerability in Trane Tracer SC, Tracer SC+, and Tracer Concierge could allow an attacker to disclose sensitive information and take over accounts.",9.8,3.1,CWE-798,cpe:2.3:o:trane:tracer_sc_firmware:*:*:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack1:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack2:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack3:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack4:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack5:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack6:*:*:*:*:*:*|cpe:2.3:h:trane:tracer_sc:*:*:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc\+_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:trane:tracer_sc\+:*:*:*:*:*:*:*:*|cpe:2.3:a:trane:tracer_concierge:*:*:*:*:*:*:*:*
vendor_only,CVE-2026-28256,2026-03-12,"A Use of Hard-coded, Security-relevant Constants vulnerability in Trane Tracer SC, Tracer SC+, and Tracer Concierge could allow an attacker to disclose sensitive information and take over accounts.",9.8,3.1,CWE-547,cpe:2.3:o:trane:tracer_sc\+_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:trane:tracer_sc\+:*:*:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:*:*:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack1:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack2:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack3:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack4:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack5:*:*:*:*:*:*|cpe:2.3:o:trane:tracer_sc_firmware:4.4:service_pack6:*:*:*:*:*:*|cpe:2.3:h:trane:tracer_sc:*:*:*:*:*:*:*:*|cpe:2.3:a:trane:tracer_concierge:*:*:*:*:*:*:*:*
